entry	product	length	accession	identity	coverage	ortholog_source	tier	uniprot_name	uniprot_gene	uniprot_reviewed	annotation_class
STMMW_09331	hypothetical RNA methyltransferase	376	Q8ZQJ5	99.7	100.0	02_blast_hits	strong_ortholog	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC (EC 2.1.1.189) (23S rRNA(m5U747)-methyltransferase)	rlmC rumB STM0882	reviewed	CHARACTERIZED_reviewed
STMMW_09431	conserved hypothetical protein	107	P67286	100.0	100.0	02_blast_hits	strong_ortholog	UPF0145 protein YbjQ	ybjQ STM0930	reviewed	CHARACTERIZED_reviewed
STMMW_09461	conserved hypothetical protein	477	Q8ZQF2	100.0	100.0	02_blast_hits	strong_ortholog	Nucleoside-diphosphate-sugar epimerase	ybjT STM0933	unreviewed	NAMED_function_unreviewed
STMMW_09521	conserved hypothetical protein	552	Q8ZQE6	100.0	100.0	02_blast_hits	strong_ortholog	Homology with RecF protein	ybjD STM0939	unreviewed	NAMED_function_unreviewed
STMMW_09571	conserved hypothetical protein	106	P67649	100.0	100.0	02_blast_hits	strong_ortholog	ATP-dependent Clp protease adapter protein ClpS	clpS STM0944	reviewed	CHARACTERIZED_reviewed
STMMW_09602	conserved hypothetical protein	52	A0A0F6AZ90	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	STM14_1069	unreviewed	TRULY_UNCHARACTERIZED
STMMW_09621	conserved hypothetical protein	225	Q8ZQE0	100.0	100.0	02_blast_hits	strong_ortholog	Homolog of slsA in STM	STM0950	unreviewed	NAMED_function_unreviewed
STMMW_09641	hypothetical transcriptional activator	303	Q7CQU6	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator, lysR family	STM0952	unreviewed	NAMED_function_unreviewed
STMMW_09741	conserevd hypothetical protein	447	Q7CQU4	100.0	100.0	02_blast_hits	strong_ortholog	Replication-associated recombination protein A	ycaJ STM0962	unreviewed	NAMED_function_unreviewed
STMMW_09821	putative conserved hypothetical protein	108	Q8ZQC9	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM0971	unreviewed	GENERIC_localization_only
STMMW_09861	conserved hypothetical protein	586	Q8ZQC7	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ycaO STM0975	unreviewed	GENERIC_localization_only
STMMW_09971	conserved hypothetical protein	410	Q8ZQC1	99.8	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ycaQ STM0986	unreviewed	GENERIC_localization_only
STMMW_09981	conserved hypothetical protein	60	Q7CQT7	100.0	100.0	02_blast_hits	strong_ortholog	Methyltransferase activator Trm112 homolog	ycaR STM0987	reviewed	CHARACTERIZED_reviewed
STMMW_10001	conserved hypothetical protein	297	Q8ZQB9	100.0	100.0	02_blast_hits	strong_ortholog	MukF protein (Killing factor KicB)	STM0989	unreviewed	NAMED_function_unreviewed
STMMW_10081	conserved hypothetical protein	215	Q8ZQB3	100.0	100.0	02_blast_hits	strong_ortholog	Metallo-beta-lactamase	ycbL STM0997	unreviewed	NAMED_function_unreviewed
STMMW_10721	conserved hypothetical protein	180	Q8ZQ75	100.0	100.0	02_blast_hits	strong_ortholog	Cell division protein ZapC	zapC STM1059	reviewed	CHARACTERIZED_reviewed
STMMW_10731	conserved hypothetical protein	369	Q8ZQ74	100.0	100.0	02_blast_hits	strong_ortholog	Iron-sulfur protein	STM1060	unreviewed	NAMED_function_unreviewed
STMMW_10741	conserved hypothetical protein	702	Q8ZQ73	99.9	100.0	02_blast_hits	strong_ortholog	Ribosomal RNA large subunit methyltransferase K/L [Includes: 23S rRNA m2G2445 methyltransferase (EC 2.1.1.173) (rRNA (guanine-N(2)-)-methyltransferase RlmL); 23S rRNA m7G2069 methyltransferase (EC 2.1.1.264) (rRNA (guanine-N(7)-)-methyltransferase RlmK)]	rlmL STM1061	reviewed	CHARACTERIZED_reviewed
STMMW_10811	conserved hypothetical protein	528	Q8ZQ69	99.8	100.0	02_blast_hits	strong_ortholog	endopeptidase La (EC 3.4.21.53)	lonH STM1068	unreviewed	NAMED_function_unreviewed
STMMW_10821	conserved hypothetical protein	150	Q8ZQ68	100.0	100.0	02_blast_hits	strong_ortholog	Macrodomain Ter protein	matP STM1069	reviewed	CHARACTERIZED_reviewed
STMMW_10851	conserved hypothetical protein	201	Q8ZQ67	100.0	100.0	02_blast_hits	strong_ortholog	DNA transformation protein	yccR STM1072	unreviewed	NAMED_function_unreviewed
STMMW_10911	conserved hypothetical protein	138	Q7CQT1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1078	unreviewed	GENERIC_localization_only
STMMW_10921	conserved hypothetical protein	105	Q7CQT0	100.0	100.0	02_blast_hits	strong_ortholog	Heat shock protein HspQ	hspQ STM1079	reviewed	CHARACTERIZED_reviewed
STMMW_10931	conserved hypothetical protein	403	Q8ZQ64	100.0	100.0	02_blast_hits	strong_ortholog	Ribosomal RNA large subunit methyltransferase I (EC 2.1.1.191) (23S rRNA m5C1962 methyltransferase) (rRNA (cytosine-C(5)-)-methyltransferase RlmI)	rlmI STM1080	reviewed	CHARACTERIZED_reviewed
STMMW_10991	conserved hypothetical protein	226	Q8ZQ60	100.0	100.0	02_blast_hits	strong_ortholog	Pathogenicity island encoded protein: SPI5	pipA STM1087	unreviewed	NAMED_function_unreviewed
STMMW_11001	conserved hypothetical protein	291	Q8ZQ59	100.0	100.0	02_blast_hits	strong_ortholog	Secreted effector protein PipB	pipB STM1088	reviewed	CHARACTERIZED_reviewed
STMMW_11011	conserved hypothetical inner membrane protein	106	Q8ZQ58	100.0	100.0	02_blast_hits	strong_ortholog	Pathogenicity island encoded protein: SPI5	STM1089	unreviewed	NAMED_function_unreviewed
STMMW_11191	hypothetical protein	305	Q8ZQ44	100.0	100.0	02_blast_hits	strong_ortholog	Periplasmic protein	STM1109	unreviewed	GENERIC_localization_only
STMMW_11201	conserved hypothetical protein	120	Q9F0N8	99.2	100.0	02_blast_hits	strong_ortholog	Anti-adapter protein IraM (Sigma S-regulator RssC)	iraM rssC STM1110	reviewed	CHARACTERIZED_reviewed
STMMW_11211	conserved hypothetical protein	101	Q7CQS3	100.0	100.0	02_blast_hits	strong_ortholog	Chaperone modulatory protein CbpM	cbpM STM1111	reviewed	CHARACTERIZED_reviewed
STMMW_11231	conserved hypothetical protein	64	A0A0F6AZT3	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	STM14_1265	unreviewed	TRULY_UNCHARACTERIZED
STMMW_11281	conserved hypothetical protein	75	Q8ZQ41	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yccJ STM1118	unreviewed	GENERIC_localization_only
STMMW_11301	conserved hypothetical protein	55	Q8ZQ39	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ymdF STM1121	unreviewed	GENERIC_localization_only
STMMW_11381	conserved hypothetical protein	226	P60631	100.0	100.0	02_blast_hits	strong_ortholog	N-acetylmannosamine-6-phosphate 2-epimerase 1 (EC 5.1.3.9) (ManNAc-6-P epimerase 1)	nanE1 STM1129	reviewed	CHARACTERIZED_reviewed
STMMW_11441	conserved hypothetical protein	245	Q7CQR9	100.0	100.0	02_blast_hits	strong_ortholog	Probable phosphatase YcdX (EC 3.1.3.-)	ycdX STM1136	reviewed	CHARACTERIZED_reviewed
STMMW_11451	conserved hypothetical protein	184	Q7CQR8	100.0	100.0	02_blast_hits	strong_ortholog	Oxidoreductase component	ycdY STM1137	unreviewed	NAMED_function_unreviewed
STMMW_11551	conserved hypothetical protein	179	P67341	100.0	100.0	02_blast_hits	strong_ortholog	O-acetyl-ADP-ribose deacetylase (EC 3.1.1.106) (Regulator of RNase III activity)	ymdB STM1147	reviewed	CHARACTERIZED_reviewed
STMMW_11561	conserved hypothetical protein	494	Q8ZQ28	100.0	100.0	02_blast_hits	strong_ortholog	Cardiolipin synthase C (CL synthase) (EC 2.7.8.-)	ymdC clsC STM1148	unreviewed	NAMED_function_unreviewed
STMMW_11641	conserved hypothetical protein	350	Q8ZQ23	100.0	100.0	02_blast_hits	strong_ortholog	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	trhO yceA STM1156	reviewed	CHARACTERIZED_reviewed
STMMW_11691	conserved hypothetical protein	84	Q8ZQ21	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yceP STM1161	unreviewed	GENERIC_localization_only
STMMW_11761	conserved hypothetical protein	215	Q7CQR2	100.0	100.0	02_blast_hits	strong_ortholog	UPF0502 protein YceH	yceH STM1168	reviewed	CHARACTERIZED_reviewed
STMMW_11941	conserved hypothetical protein	82	Q8Z7J8	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein YceQ	yceQ STY1226.1 t1733 STY1226A	reviewed	TRULY_UNCHARACTERIZED
STMMW_11971	conserved hypothetical protein	74	A0A0H3NA90	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	SL1344_1125	unreviewed	TRULY_UNCHARACTERIZED
STMMW_11981	conserved hypothetical protein	194	P58627	100.0	100.0	02_blast_hits	strong_ortholog	7-methyl-GTP pyrophosphatase (m(7)GTP pyrophosphatase) (EC 3.6.1.-)	yceF STM1189	reviewed	CHARACTERIZED_reviewed
STMMW_11991	conserved hypothetical protein	173	P0A1T2	100.0	100.0	02_blast_hits	strong_ortholog	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD) (G30K)	yceD g30k STM1190	reviewed	CHARACTERIZED_reviewed
STMMW_12111	conserved hypothetical protein	265	Q8ZQ11	100.0	100.0	02_blast_hits	strong_ortholog	Metal-dependent hydrolase	ycfH STM1202	unreviewed	NAMED_function_unreviewed
STMMW_12171	conserved hypothetical protein	274	Q8ZQ07	100.0	100.0	02_blast_hits	strong_ortholog	Thiamine kinase (EC 2.7.1.89)	thiK STM1208	reviewed	CHARACTERIZED_reviewed
STMMW_12191	conserved hypothetical protein	180	P67366	100.0	100.0	02_blast_hits	strong_ortholog	UPF0227 protein YcfP	ycfP STM1210	reviewed	CHARACTERIZED_reviewed
STMMW_12391	conserved hypothetical protein	373	Q8ZPZ7	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ycfD STM1229	unreviewed	GENERIC_localization_only
STMMW_12431	conserved hypothetical protein	215	Q8ZPZ5	99.5	99.1	02_blast_hits	strong_ortholog	High frequency lysogenization protein HflD homolog	hflD STM1233	reviewed	CHARACTERIZED_reviewed
STMMW_12571	hypothetical protein	90	Q8ZPY7	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1250	unreviewed	GENERIC_localization_only
STMMW_12591	hypothetical protein	347	Q8ZPY5	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1252	unreviewed	GENERIC_localization_only
STMMW_12681	conserved hypothetical protein	108	Q8ZPY1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1261	unreviewed	GENERIC_localization_only
STMMW_12731	hypothetical protein	82	Q8ZPX7	98.8	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1267	unreviewed	GENERIC_localization_only
STMMW_12741	hypothetical protein	49	Q8ZPX6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1268	unreviewed	GENERIC_localization_only
STMMW_12771	conserved hypothetical protein	120	Q8ZPX5	99.2	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yeaR STM1271	unreviewed	GENERIC_localization_only
STMMW_12781	conserved hypothetical protein	60	Q8ZPX4	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yoaG STM1272	unreviewed	GENERIC_localization_only
STMMW_12801	conserved hypothetical protein	61	A0A0H3NAV2	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	SL1344_1209	unreviewed	TRULY_UNCHARACTERIZED
STMMW_12821	conserved hypothetical protein	83	Q8ZPX2	100.0	100.0	02_blast_hits	strong_ortholog	Hemolysin	yaoF STM1275	unreviewed	NAMED_function_unreviewed
STMMW_12831	hypothetical protein	103	Q8ZPX1	100.0	100.0	02_blast_hits	strong_ortholog	Periplasmic protein	STM1276	unreviewed	GENERIC_localization_only
STMMW_12881	conserved hypothetical protein	172	Q8ZPW5	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yeaK STM1282	unreviewed	GENERIC_localization_only
STMMW_12891	conserved hypothetical membrane protein	497	Q8ZPW4	100.0	100.0	02_blast_hits	strong_ortholog	diguanylate cyclase (EC 2.7.7.65)	yeaJ STM1283	unreviewed	NAMED_function_unreviewed
STMMW_12901	conserved hypothetical protein	428	Q8ZPW3	100.0	100.0	02_blast_hits	strong_ortholog	UPF0229 protein YeaH	yeaH STM1284	reviewed	CHARACTERIZED_reviewed
STMMW_12911	conserved hypothetical protein	644	Q8ZPW2	100.0	100.0	02_blast_hits	strong_ortholog	Serine/threonine kinase YeaG (EC 2.7.11.1)	yeaG STM1285	unreviewed	NAMED_function_unreviewed
STMMW_12951	conserved hypothetical protein	294	Q8ZPV9	100.0	100.0	02_blast_hits	strong_ortholog	Putative glucose-6-phosphate 1-epimerase (EC 5.1.3.15) (Putative D-hexose-6-phosphate mutarotase)	yeaD STM1289	reviewed	CHARACTERIZED_reviewed
STMMW_12961	conserved hypothetical protein	84	A0A0H3NKI5	98.8	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	SL1344_1224A	unreviewed	TRULY_UNCHARACTERIZED
STMMW_12981	conserved hypothetical protein	147	P65449	100.0	93.2	02_blast_hits	strong_ortholog	Peptide methionine sulfoxide reductase MsrB (EC 1.8.4.12) (Peptide-methionine (R)-S-oxide reductase)	msrB STM1291	reviewed	CHARACTERIZED_reviewed
STMMW_12991	conserved hypothetical protein	92	Q7CQP5	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yeaC STM1292	unreviewed	GENERIC_localization_only
STMMW_13161	conserved hypothetical protein	302	Q8ZPU6	99.7	97.0	02_blast_hits	strong_ortholog	Excinuclease cho (EC 3.1.25.-) (Endonuclease cho) (UvrC homolog protein)	cho STM1309	reviewed	CHARACTERIZED_reviewed
STMMW_13241	conserved hypothetical protein	252	Q8ZPU1	100.0	100.0	02_blast_hits	strong_ortholog	Chitooligosaccharide deacetylase (COD) (EC 3.5.1.105) (Chitin disaccharide deacetylase) (Chitobiose deacetylase) (Chitobiose-6P deacetylase) (Chitotriose deacetylase) (Chitotriose-6P deacetylase)	chbG STM1317	reviewed	CHARACTERIZED_reviewed
STMMW_13311	conserved hypothetical protein	286	Q7CQN8	100.0	100.0	02_blast_hits	strong_ortholog	Probable ketoamine kinase YniA	STM1324	unreviewed	NAMED_function_unreviewed
STMMW_13321	conserved hypothetical protein	96	Q8ZPT6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ydiZ STM1325	unreviewed	GENERIC_localization_only
STMMW_13381	conserved hypothetical protein	68	Q8ZPT0	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM1331	unreviewed	GENERIC_localization_only
STMMW_13511	conserved hypothetical protein	237	Q8ZPS6	100.0	100.0	02_blast_hits	strong_ortholog	Anti-FlhC(2)FlhD(4) factor YdiV (EAL-like protein YdiV) (c-di-GMP regulator CdgR)	ydiV cdgR STM1344	reviewed	CHARACTERIZED_reviewed
STMMW_13521	conserved hypothetical protein	480	Q8ZPS5	100.0	100.0	02_blast_hits	strong_ortholog	Protein nucleotidyltransferase YdiU (EC 2.7.7.-) (Protein adenylyltransferase YdiU) (EC 2.7.7.108) (Protein uridylyltransferase YdiU) (EC 2.7.7.-) (UMP-modifying enzyme) (UMPylator)	ydiU selO STM1345	reviewed	CHARACTERIZED_reviewed
STMMW_13531	conserved hypothetical protein	63	Q7CQN6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ydiE STM1346	unreviewed	GENERIC_localization_only
STMMW_13551	conserved hypothetical protein	277	P67197	100.0	100.0	02_blast_hits	strong_ortholog	Phosphoenolpyruvate synthase regulatory protein (PEP synthase regulatory protein) (PSRP) (EC 2.7.11.33) (EC 2.7.4.28) (Pyruvate, water dikinase regulatory protein)	ppsR STM1348	reviewed	CHARACTERIZED_reviewed
STMMW_13691	conserved hypothetical protein	119	Q8ZPR1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ydiL STM1362	unreviewed	GENERIC_localization_only
STMMW_13711	conserved hypothetical FAD-binding protein	1018	Q8ZPQ9	100.0	100.0	02_blast_hits	strong_ortholog	D-2-hydroxyglutarate dehydrogenase (EC 1.1.99.39)	ydiJ STM1365	unreviewed	NAMED_function_unreviewed
STMMW_13721	conserved hypothetical protein	136	Q8ZPQ8	100.0	100.0	02_blast_hits	strong_ortholog	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)	menI STM1366	unreviewed	NAMED_function_unreviewed
STMMW_13731	conserved hypothetical protein	75	Q8ZPQ7	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ydiH STM1367	unreviewed	GENERIC_localization_only
STMMW_13751	conserved hypothetical protein	122	Q8ZPQ5	100.0	100.0	02_blast_hits	strong_ortholog	HesB-like domain protein	sufA STM1369	unreviewed	NAMED_function_unreviewed
STMMW_13761	conserved hypothetical protein	495	Q8ZPQ4	99.8	100.0	02_blast_hits	strong_ortholog	ABC transporter	sufB STM1370	unreviewed	NAMED_function_unreviewed
STMMW_13781	conserved hypothetical protein	423	Q8ZPQ2	100.0	100.0	02_blast_hits	strong_ortholog	Iron-sulfur component of FhuF stability protein	sufD STM1372	unreviewed	NAMED_function_unreviewed
STMMW_13801	conserved hypothetical protein	138	Q8ZPQ1	100.0	100.0	02_blast_hits	strong_ortholog	Cysteine desulfuration protein SufE	sufE STM1374	reviewed	CHARACTERIZED_reviewed
STMMW_14361	conserved hypothetical protein	115	Q7CQK9	100.0	100.0	02_blast_hits	strong_ortholog	Glutaredoxin	ydhD STM1433	unreviewed	NAMED_function_unreviewed
STMMW_14411	conserved hypothetical protein	79	Q8ZPN6	100.0	100.0	02_blast_hits	strong_ortholog	Oxidoreductase	ydhL STM1438	unreviewed	NAMED_function_unreviewed
STMMW_14491	conserved hypothetical protein	373	Q8ZPN1	100.0	100.0	02_blast_hits	strong_ortholog	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	anmK STM1446	reviewed	CHARACTERIZED_reviewed
STMMW_14641	conserved hypothetical protein	71	Q7CQK5	100.0	100.0	02_blast_hits	strong_ortholog	Transcription modulator YdgT (H-NS/StpA-binding protein 2) (OriC-binding nucleoid-associated protein)	ydgT cnu STM1461	reviewed	CHARACTERIZED_reviewed
STMMW_14731	conserved hypothetical protein	568	Q8ZPL5	100.0	100.0	02_blast_hits	strong_ortholog	Periplasmic protein	STM1472	unreviewed	GENERIC_localization_only
STMMW_14951	conserved hypothetical protein	204	Q8ZPK0	100.0	100.0	02_blast_hits	strong_ortholog	Tat proofreading chaperone DmsD (DMSO reductase maturation protein) (Twin-arginine leader-binding protein DmsD)	dmsD STM1495	reviewed	CHARACTERIZED_reviewed
STMMW_15091	conserved hypothetical protein	67	Q7CQJ6	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ydfZ STM1509	unreviewed	GENERIC_localization_only
STMMW_15131	conserved hypothetical protein	60	Q7CQJ4	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1513	unreviewed	GENERIC_localization_only
STMMW_15141	conserved hypothetical protein	175	Q8ZPI7	100.0	100.0	02_blast_hits	strong_ortholog	Competence-damaged protein	ydeJ STM1514	unreviewed	NAMED_function_unreviewed
STMMW_15261	conserved hypothetical protein	119	Q8ZPI1	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yneG STM1526	unreviewed	GENERIC_localization_only
STMMW_15482	conserved hypothetical protein	69	A0A0F6B1G5	100.0	100.0	02_blast_hits_species	strong_ortholog	Uncharacterized protein	STM14_1876	unreviewed	TRULY_UNCHARACTERIZED
STMMW_15491	conserved hypothetical protein	488	Q8ZPF6	100.0	100.0	02_blast_hits	strong_ortholog	Coiled-coil protein	STM1554	unreviewed	NAMED_function_unreviewed
STMMW_15591	conserved hypothetical protein	71	P65641	100.0	100.0	02_blast_hits	strong_ortholog	Protein bdm homolog	bdm STM1564	reviewed	CHARACTERIZED_reviewed
STMMW_15681	conserved hypothetical protein	126	Q8ZPE3	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1573	unreviewed	GENERIC_localization_only
STMMW_15761	conserved hypothetical protein	297	P40788	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized isomerase YddE (EC 5.1.-.-)	yddE STM1581	reviewed	CHARACTERIZED_reviewed
STMMW_15781	hypothetical protein	210	Q8ZPD7	100.0	100.0	02_blast_hits	strong_ortholog	Secreted effector protein SteA (Salmonella translocated effector A)	steA STM1583	reviewed	CHARACTERIZED_reviewed
STMMW_15871	conserved hypothetical protein	77	Q8ZPD2	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	ydcY STM1592	unreviewed	GENERIC_localization_only
STMMW_15951	conserved hypothetical protein	76	Q9LAM2	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM1600	unreviewed	GENERIC_localization_only
STMMW_15971	hypothetical protein	316	Q9KIB9	100.0	100.0	02_blast_hits	strong_ortholog	Secreted effector protein SifB	sifB STM1602	reviewed	CHARACTERIZED_reviewed
STMMW_16071	conserved hypothetical protein	372	P58535	100.0	100.0	02_blast_hits	strong_ortholog	Putative aminopeptidase SgcX (EC 3.4.11.-)	sgcX STM1612	reviewed	CHARACTERIZED_reviewed
STMMW_16101	conserved hypothetical protein	268	Q8ZPB8	100.0	100.0	02_blast_hits	strong_ortholog	Nucleoside triphosphatase	STM1615	unreviewed	NAMED_function_unreviewed
STMMW_16191	conserved hypothetical protein	447	Q8ZPB1	100.0	100.0	02_blast_hits	strong_ortholog	2-oxoadipate dioxygenase/decarboxylase (EC 1.13.11.93) (2-hydroxyglutarate synthase)	STM1624	unreviewed	NAMED_function_unreviewed
STMMW_16231	conserved hypothetical protein	91	Q8ZPA7	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional repressor FrmR	STM1628	unreviewed	NAMED_function_unreviewed
STMMW_16241	conserved hypothetical protein	133	Q8ZPA6	100.0	100.0	02_blast_hits	strong_ortholog	Secreted effector protein SteB (Salmonella translocated effector B)	steB STM1629	reviewed	CHARACTERIZED_reviewed
STMMW_16351	conserved hypothetical protein	266	Q8ZP96	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	ydcF STM1640	unreviewed	GENERIC_localization_only
STMMW_16381	hypothetical protein	149	Q8ZP94	100.0	100.0	02_blast_hits	strong_ortholog	Inner membrane protein	STM1643	unreviewed	GENERIC_localization_only
STMMW_16441	conserved hypothetical protein	51	Q7CQH3	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1649	unreviewed	GENERIC_localization_only
STMMW_16451	conserved hypothetical protein	99	Q8ZP90	100.0	100.0	02_blast_hits	strong_ortholog	Reverse transcriptase	STM1650	unreviewed	NAMED_function_unreviewed
STMMW_16471	conserved hypothetical protein	144	P67091	100.0	100.0	02_blast_hits	strong_ortholog	Universal stress protein F	uspF STM1652	reviewed	CHARACTERIZED_reviewed
STMMW_16501	conserved hypothetical protein	311	Q8ZP88	100.0	100.0	02_blast_hits	strong_ortholog	tRNA-cytidine(32) 2-sulfurtransferase (EC 2.8.1.-) (Two-thiocytidine biosynthesis protein A) (tRNA 2-thiocytidine biosynthesis protein TtcA)	ttcA STM1654	reviewed	CHARACTERIZED_reviewed
STMMW_16541	conserved hypothetical protein	187	Q8ZP85	100.0	100.0	02_blast_hits	strong_ortholog	Smr domain protein	ydaL STM1658	unreviewed	NAMED_function_unreviewed
STMMW_16571	conserved hypothetical protein	315	Q8ZP84	100.0	100.0	02_blast_hits	strong_ortholog	Universal stress protein E	uspE STM1661	reviewed	CHARACTERIZED_reviewed
STMMW_16601	conserved hypothetical DNA-binding protein	200	Q8ZP82	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator	STM1664	unreviewed	NAMED_function_unreviewed
STMMW_16611	conserved hypothetical protein	228	Q8ZP81	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1665	unreviewed	GENERIC_localization_only
STMMW_16671	hypothetical protein	369	Q8ZP75	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	STM1672	unreviewed	GENERIC_localization_only
STMMW_16751	conserved hypothetical protein	242	Q8ZP67	100.0	100.0	02_blast_hits	strong_ortholog	Murein peptide amidase A (EC 3.4.17.-) (Gamma-D-Glu-Dap amidase) (Zinc metallocarboxypeptidase MpaA)	ycjI mpaA STM1680	unreviewed	NAMED_function_unreviewed
STMMW_16921	conserved hypothetical protein	235	Q8ZP58	100.0	76.2	02_blast_hits	strong_ortholog	Diguanylate cyclase/phosphodiesterase domain 2	STM1697	unreviewed	NAMED_function_unreviewed
STMMW_16931	hypothetical protein	457	Q8ZP57	99.8	100.0	02_blast_hits	strong_ortholog	Secreted effector kinase SteC (EC 2.7.-.-) (Salmonella translocated effector C)	steC STM1698	reviewed	CHARACTERIZED_reviewed
STMMW_16941	conserved hypothetical protein	59	Q8ZP56	100.0	100.0	02_blast_hits	strong_ortholog	E6 protein	STM1698a	unreviewed	NAMED_function_unreviewed
STMMW_16951	conserved hypothetical protein	99	P16656	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein YcjE	ycjE STM1699	reviewed	TRULY_UNCHARACTERIZED
STMMW_16971	conserved hypothetical protein	377	Q8ZP55	100.0	86.5	02_blast_hits	strong_ortholog	Cytoplasmic protein	yciW STM1701	unreviewed	GENERIC_localization_only
STMMW_16991	conserved hypothetical protein	660	Q8ZP53	100.0	100.0	02_blast_hits	strong_ortholog	Anti-FlhC(2)FlhD(4) factor YdiV (EC 3.1.4.52)	yciR STM1703	unreviewed	NAMED_function_unreviewed
STMMW_17031	conserved hypothetical protein	371	Q7CQG6	100.0	100.0	02_blast_hits	strong_ortholog	Lipopolysaccharide assembly protein B	yciM lapB STM1708	unreviewed	NAMED_function_unreviewed
STMMW_17111	conserved hypothetical protein	83	Q7CQG4	100.0	100.0	02_blast_hits	strong_ortholog	Protein YciN	yciN STM1715	unreviewed	NAMED_function_unreviewed
STMMW_17131	hypothetical oxidoreductase	253	Q7CQG2	100.0	100.0	02_blast_hits	strong_ortholog	Oxoacyl-(Acyl carrier protein) reductase	yciK STM1717	unreviewed	NAMED_function_unreviewed
STMMW_17161	conserved hypothetical protein	206	Q7CQG1	100.0	100.0	02_blast_hits	strong_ortholog	Threonylcarbamoyl-AMP synthase YciO (EC 2.7.7.87) (L-threonylcarbamoyladenylate synthase)	yciO STM1720	unreviewed	NAMED_function_unreviewed
STMMW_17171	conserved hypothetical protein	293	O54453	100.0	100.0	02_blast_hits	strong_ortholog	5'-3' exoribonuclease Rnm (EC 3.1.13.-) (3',5'-nucleotide bisphosphate phosphatase) (EC 3.1.3.97) (RNase AM)	rnm trpH STM1721	reviewed	CHARACTERIZED_reviewed
STMMW_17231	conserved hypothetical protein	60	Q7CQG0	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yciG STM1728	unreviewed	GENERIC_localization_only
STMMW_17241	conserved hypothetical protein	167	Q7CQF9	100.0	100.0	02_blast_hits	strong_ortholog	Cytoplasmic protein	yciF STM1729	unreviewed	GENERIC_localization_only
