entry	product	length	accession	identity	coverage	ortholog_source	tier	uniprot_name	uniprot_gene	uniprot_reviewed	annotation_class
A1S_0599	hypothetical protein	167	A0ABX6CC53	97.6	100.0	02_blast_hits	strong_ortholog	N-acetyltransferase domain-containing protein	FQU82_00653	unreviewed	NAMED_function_unreviewed
A1S_0600	hypothetical protein	189	A0ABX6CCC1	97.9	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_00654	unreviewed	TRULY_UNCHARACTERIZED
A1S_3506	hypothetical protein	83					no_ortholog				NO_ORTHOLOG
A1S_0606	hypothetical protein	108	V5VGM8	100.0	100.0	02_blast_hits	strong_ortholog	Thioredoxin	trxA trx A7M90_00090 ABR2091_0633 APD06_14520 APD33_09665 AUO97_10470 B9W25_05585 B9X95_03020 C5U34_04145 CBE85_16175 CPI82_17410 CV954_016750 DOL94_09865 EA686_03725 EA722_13720 EJ062_03285 F2P40_14880 F4T83_09870 FJU42_08565 FPK63_00090 FPK81_08660 FPK87_00090 FQZ18_16075 G3N53_03035 GNY86_07950 GSE42_03270 IAG11_09315 IHV20_04100 IMO23_03100 J6E47_16335 JHZ39_000469 LV35_02204 P9867_003245 P9867_10895 SAMEA104305318_00023 SAMEA4394745_03115	unreviewed	NAMED_function_unreviewed
A1S_0615	hypothetical protein	273	V5VGV2	100.0	100.0	02_blast_hits	strong_ortholog	DUF432 domain-containing protein	ABUW_3267	unreviewed	NAMED_function_unreviewed
A1S_0617	hypothetical protein	143	A0ABX6CDY6	100.0	100.0	02_blast_hits	strong_ortholog	Organic hydroperoxide resistance protein OhrB	ohrB FQU82_00671	unreviewed	NAMED_function_unreviewed
A1S_0618	hypothetical protein	145	A0ABX6CC46	100.0	100.0	02_blast_hits	strong_ortholog	Organic hydroperoxide resistance transcriptional regulator	ohrR FQU82_00672	unreviewed	NAMED_function_unreviewed
A1S_3507	hypothetical protein	125	V5VI47	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3263	unreviewed	TRULY_UNCHARACTERIZED
A1S_0626	hypothetical protein	299	A0ABX6CCP8	33.7	110.0	02_blast_hits	weak_ortholog	YcaO domain-containing protein	FQU82_00081	unreviewed	NAMED_function_unreviewed
A1S_3508	hypothetical protein	161					no_ortholog				NO_ORTHOLOG
A1S_3509	hypothetical protein	189	A0A1E3M4M0	100.0	100.0	02_blast_hits	strong_ortholog	TetR family transcriptional regulator (TetR/AcrR family transcriptional regulator)	AUO97_08420 FJU42_13590	unreviewed	NAMED_function_unreviewed
A1S_3510	hypothetical protein	35					no_ortholog				NO_ORTHOLOG
A1S_3511	hypothetical protein	263					no_ortholog				NO_ORTHOLOG
A1S_0627	hypothetical protein	460					no_ortholog				NO_ORTHOLOG
A1S_3512	hypothetical protein	37					no_ortholog				NO_ORTHOLOG
A1S_3513	hypothetical protein	99					no_ortholog				NO_ORTHOLOG
A1S_3514	hypothetical protein	93					no_ortholog				NO_ORTHOLOG
A1S_3515	hypothetical protein	574					no_ortholog				NO_ORTHOLOG
A1S_3516	hypothetical protein	51					no_ortholog				NO_ORTHOLOG
A1S_3517	hypothetical protein	216					no_ortholog				NO_ORTHOLOG
A1S_3518	hypothetical protein	458					no_ortholog				NO_ORTHOLOG
A1S_0629	hypothetical protein	1516					no_ortholog				NO_ORTHOLOG
A1S_3519	hypothetical protein	504					no_ortholog				NO_ORTHOLOG
A1S_3520	hypothetical protein	683					no_ortholog				NO_ORTHOLOG
A1S_3521	hypothetical protein	216					no_ortholog				NO_ORTHOLOG
A1S_3522	hypothetical protein	348					no_ortholog				NO_ORTHOLOG
A1S_3523	hypothetical protein	263					no_ortholog				NO_ORTHOLOG
A1S_0630	hypothetical protein	375					no_ortholog				NO_ORTHOLOG
A1S_0631	hypothetical protein	377					no_ortholog				NO_ORTHOLOG
A1S_3524	hypothetical protein	217					no_ortholog				NO_ORTHOLOG
A1S_3525	hypothetical protein	497					no_ortholog				NO_ORTHOLOG
A1S_3526	hypothetical protein	165					no_ortholog				NO_ORTHOLOG
A1S_3527	hypothetical protein	189					no_ortholog				NO_ORTHOLOG
A1S_0633	hypothetical protein	884					no_ortholog				NO_ORTHOLOG
A1S_0634	hypothetical protein	610					no_ortholog				NO_ORTHOLOG
A1S_3528	hypothetical protein	94					no_ortholog				NO_ORTHOLOG
A1S_0635	hypothetical bacteriophage protein	445					no_ortholog				NO_ORTHOLOG
A1S_0638	hypothetical protein	331					no_ortholog				NO_ORTHOLOG
A1S_3529	hypothetical protein	293					no_ortholog				NO_ORTHOLOG
A1S_3530	hypothetical protein	63					no_ortholog				NO_ORTHOLOG
A1S_3531	hypothetical protein	105					no_ortholog				NO_ORTHOLOG
A1S_3532	hypothetical protein	322					no_ortholog				NO_ORTHOLOG
A1S_3533	hypothetical protein	285					no_ortholog				NO_ORTHOLOG
A1S_0640	hypothetical protein	314					no_ortholog				NO_ORTHOLOG
A1S_0641	hypothetical protein	456					no_ortholog				NO_ORTHOLOG
A1S_3534	hypothetical protein	249					no_ortholog				NO_ORTHOLOG
A1S_0642	hypothetical protein	352					no_ortholog				NO_ORTHOLOG
A1S_0643	hypothetical protein	429	A0A7U3Y5S0	33.5	52.2	02_blast_hits	weak_ortholog	Twitching motility protein PilT	AB57_0945	unreviewed	NAMED_function_unreviewed
A1S_0644	hypothetical protein	272					no_ortholog				NO_ORTHOLOG
A1S_3535	hypothetical protein	156					no_ortholog				NO_ORTHOLOG
A1S_3536	hypothetical protein	634					no_ortholog				NO_ORTHOLOG
A1S_3537	hypothetical protein	110					no_ortholog				NO_ORTHOLOG
A1S_3538	hypothetical protein	100					no_ortholog				NO_ORTHOLOG
A1S_3539	hypothetical protein	238					no_ortholog				NO_ORTHOLOG
A1S_0645	hypothetical protein	376					no_ortholog				NO_ORTHOLOG
A1S_3540	hypothetical protein	543					no_ortholog				NO_ORTHOLOG
A1S_3541	hypothetical protein	284					no_ortholog				NO_ORTHOLOG
A1S_3542	hypothetical protein	192					no_ortholog				NO_ORTHOLOG
A1S_3543	hypothetical protein	139					no_ortholog				NO_ORTHOLOG
A1S_3544	hypothetical protein	252					no_ortholog				NO_ORTHOLOG
A1S_3545	hypothetical protein	339					no_ortholog				NO_ORTHOLOG
A1S_3546	hypothetical protein	136					no_ortholog				NO_ORTHOLOG
A1S_3547	hypothetical protein	37					no_ortholog				NO_ORTHOLOG
A1S_3548	hypothetical protein	390					no_ortholog				NO_ORTHOLOG
A1S_3549	hypothetical protein	97					no_ortholog				NO_ORTHOLOG
A1S_3550	hypothetical protein	209					no_ortholog				NO_ORTHOLOG
A1S_0648	hypothetical protein	153	A0A076G3P3	49.3	98.0	02_blast_hits	weak_ortholog	Micrococcal nuclease (EC 3.1.31.1)	M3Q_pABCC89	unreviewed	NAMED_function_unreviewed
A1S_3551	hypothetical protein	30					no_ortholog				NO_ORTHOLOG
A1S_3552	hypothetical protein	243					no_ortholog				NO_ORTHOLOG
A1S_3553	hypothetical protein	97					no_ortholog				NO_ORTHOLOG
A1S_3554	hypothetical protein	254					no_ortholog				NO_ORTHOLOG
A1S_3555	hypothetical protein	367					no_ortholog				NO_ORTHOLOG
A1S_3557	hypothetical protein	595	G5CPI9	100.0	100.0	02_blast_hits	strong_ortholog	Orf4b	orf4b AUO97_07955 B9W25_13535 CBE85_18665 CPI82_16780 EJ062_16805 FJU42_19710 FPK87_13420 FQZ18_18010 G3N53_18915 J6E47_19785 JHZ39_001770 MKP18_003492	unreviewed	NAMED_function_unreviewed
A1S_3556	hypothetical protein	53					no_ortholog				NO_ORTHOLOG
A1S_0656	hypothetical protein	309	H8PG23	80.7	98.7	02_blast_hits	weak_ortholog	Probable transposition protein (TniE)	tniE	unreviewed	NAMED_function_unreviewed
A1S_0659	hypothetical protein	336	A0A7U3Y453	88.1	100.0	02_blast_hits	weak_ortholog	TniD	tniD AB57_06200	unreviewed	NAMED_function_unreviewed
A1S_3558	hypothetical protein	58					no_ortholog				NO_ORTHOLOG
A1S_3559	hypothetical protein	35					no_ortholog				NO_ORTHOLOG
A1S_0667	hypothetical protein	74	A0ABX6CCR0	100.0	100.0	02_blast_hits	strong_ortholog	Type I toxin-antitoxin system ptaRNA1 family toxin	FQU82_00095	unreviewed	NAMED_function_unreviewed
A1S_0704	hypothetical protein	90	A0ABX6CCG2	100.0	100.0	02_blast_hits	strong_ortholog	DUF2218 domain-containing protein	FQU82_00704	unreviewed	NAMED_function_unreviewed
A1S_3560	hypothetical protein	131	A0A0D5YM83	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3229	unreviewed	TRULY_UNCHARACTERIZED
A1S_0712	hypothetical protein	406	A0A7U3Y5F4	99.5	100.0	02_blast_hits	strong_ortholog	Arginine biosynthesis bifunctional protein ArgJ [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGSase)]	argJ AB57_0761	unreviewed	NAMED_function_unreviewed
A1S_0725	hypothetical protein	468	A0ABX6CC92	98.7	100.0	02_blast_hits	strong_ortholog	Fumarate reductase flavoprotein subunit (EC 1.3.5.4)	ifcA FQU82_00728	unreviewed	NAMED_function_unreviewed
A1S_0736	hypothetical protein	328	V5VHZ3	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3198	unreviewed	TRULY_UNCHARACTERIZED
A1S_0741	hypothetical protein	90	A3M2N7	100.0	100.0	02_blast_hits	strong_ortholog	Darcynin 1	A1S_0741	reviewed	CHARACTERIZED_reviewed
A1S_0743	hypothetical protein	109	A3M2N9	100.0	100.0	02_blast_hits	strong_ortholog	Darcynin 2	A1S_0743	reviewed	CHARACTERIZED_reviewed
A1S_0745	hypothetical protein	873	A0A7U4DG26	97.1	101.9	02_blast_hits	strong_ortholog	Outermembrane protein exposed to the bacterial surface	AB57_0791	unreviewed	NAMED_function_unreviewed
A1S_3562	hypothetical protein	33					no_ortholog				NO_ORTHOLOG
A1S_3563	hypothetical protein	44	V5VHV7	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3184	unreviewed	TRULY_UNCHARACTERIZED
A1S_0750	hypothetical protein	117	V5VHV3	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3179	unreviewed	TRULY_UNCHARACTERIZED
A1S_0770	hypothetical protein	140	V5VG21	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3159	unreviewed	TRULY_UNCHARACTERIZED
A1S_3564	hypothetical protein	75	V5VHT3	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3158	unreviewed	TRULY_UNCHARACTERIZED
A1S_3565	hypothetical protein	56	A0ABX6CCS1	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_00775	unreviewed	TRULY_UNCHARACTERIZED
A1S_3566	hypothetical protein	51	A0A7U4DG34	100.0	76.5	02_blast_hits	strong_ortholog	1-aminocyclopropane-1-carboxylate deaminase	AB57_0823	unreviewed	NAMED_function_unreviewed
A1S_3567	hypothetical protein	32					no_ortholog				NO_ORTHOLOG
A1S_3568	hypothetical protein	58	A0ABX6CCI4	100.0	100.0	02_blast_hits	strong_ortholog	Lipoprotein	FQU82_00782	unreviewed	NAMED_function_unreviewed
A1S_0779	hypothetical protein	166	A0A7U4DG01	98.8	100.0	02_blast_hits	strong_ortholog	Apolipoprotein A1/A4/E domain protein	AB57_0830	unreviewed	NAMED_function_unreviewed
A1S_0785	hypothetical protein	446	A0ABX6CCT6	57.6	104.3	02_blast_hits	weak_ortholog	Uncharacterized protein	FQU82_00790	unreviewed	TRULY_UNCHARACTERIZED
A1S_0788	hypothetical protein	803	A0ABX6CDE2	99.9	100.0	02_blast_hits	strong_ortholog	DUF6160 domain-containing protein	FQU82_00793	unreviewed	NAMED_function_unreviewed
A1S_3569	hypothetical protein	317	A0ABX6CF57	98.4	100.0	02_blast_hits	strong_ortholog	DUF6160 domain-containing protein	FQU82_00794	unreviewed	NAMED_function_unreviewed
A1S_0789	hypothetical protein	307	A0ABX6CCH3	99.7	100.0	02_blast_hits	strong_ortholog	tRNA-dihydrouridine(16) synthase (EC 1.3.1.-) (U16-specific dihydrouridine synthase) (U16-specific Dus) (tRNA-dihydrouridine synthase C)	dusC FQU82_00795	unreviewed	NAMED_function_unreviewed
A1S_0794	hypothetical protein	250	A0ABX6CDA5	98.4	100.0	02_blast_hits	strong_ortholog	Bifunctional ligase/repressor BirA (EC 6.3.4.15)	birA FQU82_00799	unreviewed	NAMED_function_unreviewed
A1S_3570	hypothetical protein	33	A0A0D5YLR0	97.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3126	unreviewed	TRULY_UNCHARACTERIZED
A1S_0811	hypothetical protein	198	V5VFW6	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	scpB ABUW_3115	unreviewed	TRULY_UNCHARACTERIZED
A1S_0812	hypothetical protein	255	A0A7U3Y5M0	99.2	100.0	02_blast_hits	strong_ortholog	Segregation and condensation protein A	AB57_0864	unreviewed	NAMED_function_unreviewed
A1S_0813	hypothetical protein	205	V5VHP3	100.0	100.0	02_blast_hits	strong_ortholog	Sua5/YciO/YrdC/YwlC family protein	ABUW_3113	unreviewed	NAMED_function_unreviewed
A1S_0814	hypothetical protein	220	V5VGD2	99.1	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3112	unreviewed	TRULY_UNCHARACTERIZED
A1S_0815	hypothetical protein	186	A0ABX6CCJ1	100.0	100.0	02_blast_hits	strong_ortholog	Large ribosomal RNA subunit accumulation protein YceD (23S rRNA accumulation protein YceD)	yceD FQU82_00819	unreviewed	NAMED_function_unreviewed
A1S_0817	hypothetical protein	328	A0ABX6CCJ6	99.7	100.0	02_blast_hits	strong_ortholog	Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)	fabD_1 FQU82_00821	unreviewed	NAMED_function_unreviewed
A1S_0818	hypothetical protein	244	A0ABX6CCK8	100.0	100.0	02_blast_hits	strong_ortholog	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100)	fabG_2 FQU82_00822	unreviewed	NAMED_function_unreviewed
A1S_0821	hypothetical protein	255	A0ABX6CCK6	98.8	100.0	02_blast_hits	strong_ortholog	hydroxymethylpyrimidine kinase (EC 2.7.1.49)	thiD FQU82_00825	unreviewed	NAMED_function_unreviewed
A1S_3571	hypothetical protein	199	A0A7U3Y5T4	96.9	96.5	02_blast_hits	strong_ortholog	DUF2157 domain-containing protein	AB57_0877	unreviewed	NAMED_function_unreviewed
A1S_3572	hypothetical protein	291	A0ABX6CCS6	97.6	100.0	02_blast_hits	strong_ortholog	DUF2157 domain-containing protein	FQU82_00828	unreviewed	NAMED_function_unreviewed
A1S_3573	hypothetical protein	25					no_ortholog				NO_ORTHOLOG
A1S_0842	hypothetical protein	245	A0ABX6CCM0	99.6	100.0	02_blast_hits	strong_ortholog	Peptidoglycan editing factor PgeF (PG-editing factor)	yfiH FQU82_00844	unreviewed	NAMED_function_unreviewed
A1S_0857	hypothetical protein	342	A0ABX6CDI6	99.7	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_00859	unreviewed	TRULY_UNCHARACTERIZED
A1S_0860	hypothetical protein	178	A0ABX6CCN7	100.0	100.0	02_blast_hits	strong_ortholog	Zinc protease	FQU82_00861	unreviewed	NAMED_function_unreviewed
A1S_0865	hypothetical protein	441	A0ABX6CDH5	99.8	100.0	02_blast_hits	strong_ortholog	EcsC family protein	FQU82_00865	unreviewed	NAMED_function_unreviewed
A1S_3574	hypothetical protein	33					no_ortholog				NO_ORTHOLOG
A1S_3575	hypothetical protein	37					no_ortholog				NO_ORTHOLOG
A1S_0878	hypothetical protein	95	V5VHJ4	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_3051	unreviewed	TRULY_UNCHARACTERIZED
A1S_0889	hypothetical protein	260	A0ABX6CDL5	100.0	100.0	02_blast_hits	strong_ortholog	L-ornithine N(alpha)-acyltransferase (EC 2.3.2.30)	FQU82_00889	unreviewed	NAMED_function_unreviewed
A1S_0893	hypothetical protein	107	A0A7U3Y5W8	99.1	100.0	02_blast_hits	strong_ortholog	UPF0125 protein AB57_0941	AB57_0941	unreviewed	NAMED_function_unreviewed
A1S_0898	hypothetical protein	230	A0ABX6CCT2	98.3	100.0	02_blast_hits	strong_ortholog	Pyridoxal phosphate homeostasis protein (PLP homeostasis protein)	yggS FQU82_00898	unreviewed	NAMED_function_unreviewed
A1S_0901	hypothetical protein	163	A0ABX6CD42	98.2	100.0	02_blast_hits	strong_ortholog	OsmC/Ohr conserved domain-containing protein	FQU82_00901	unreviewed	NAMED_function_unreviewed
A1S_0907	hypothetical protein	122	A0A7U4DG50	99.2	100.0	02_blast_hits	strong_ortholog	Thioesterase domain-containing protein	AB57_0955	unreviewed	NAMED_function_unreviewed
A1S_0911	hypothetical protein	200					no_ortholog				NO_ORTHOLOG
A1S_0913	hypothetical protein	368					no_ortholog				NO_ORTHOLOG
A1S_0914	hypothetical protein	242					no_ortholog				NO_ORTHOLOG
A1S_3576	hypothetical protein	94	A0A7U3Y5S2	95.7	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_0979	unreviewed	TRULY_UNCHARACTERIZED
A1S_3577	hypothetical protein	448	A0ABX6CD80	97.3	100.0	02_blast_hits	strong_ortholog	Outer membrane porin, OprD family	FQU82_00947	unreviewed	NAMED_function_unreviewed
A1S_3578	hypothetical protein	31					no_ortholog				NO_ORTHOLOG
A1S_0918	hypothetical protein	57	V5VFL4	100.0	94.7	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2978	unreviewed	TRULY_UNCHARACTERIZED
A1S_0920	hypothetical protein	637	A0A7U3Y605	98.7	100.0	02_blast_hits	strong_ortholog	Alpha/beta hydrolase	AB57_0997	unreviewed	NAMED_function_unreviewed
A1S_3579	hypothetical protein	124	A0A7U4DG45	99.2	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1000	unreviewed	TRULY_UNCHARACTERIZED
A1S_3580	hypothetical protein	66	V5VFW8	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2965	unreviewed	TRULY_UNCHARACTERIZED
A1S_0936	hypothetical protein	176	A0ABX6CCY3	100.0	100.0	02_blast_hits	strong_ortholog	YaeQ family protein	yaeQ FQU82_00973	unreviewed	NAMED_function_unreviewed
A1S_3581	hypothetical protein	37					no_ortholog				NO_ORTHOLOG
A1S_0943	hypothetical protein	99	A0A077GHT8	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2955	unreviewed	TRULY_UNCHARACTERIZED
A1S_0946	hypothetical protein	99	A0ABX6CE94	100.0	100.0	02_blast_hits	strong_ortholog	Recombinase-like domain-containing protein	FQU82_00983	unreviewed	NAMED_function_unreviewed
A1S_0953	hypothetical protein	173	V5VG06	100.0	100.0	02_blast_hits	strong_ortholog	Cupin type-2 domain-containing protein	ABUW_2946	unreviewed	NAMED_function_unreviewed
A1S_3582	hypothetical protein	411					no_ortholog				NO_ORTHOLOG
A1S_3583	hypothetical protein	92	A0A7U3Y5V5	98.9	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1042	unreviewed	TRULY_UNCHARACTERIZED
A1S_3584	hypothetical protein	63	A0A7U3Y5V5	90.0	95.2	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1042	unreviewed	TRULY_UNCHARACTERIZED
A1S_0974	hypothetical protein	89	A0A7U4DG82	98.8	95.5	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1053	unreviewed	TRULY_UNCHARACTERIZED
A1S_0975	hypothetical protein	402	A0ABX6CFS6	99.5	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01011	unreviewed	TRULY_UNCHARACTERIZED
A1S_3585	hypothetical protein	54	V5VFG1	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2922	unreviewed	TRULY_UNCHARACTERIZED
A1S_0976	hypothetical protein	335	A0ABX6CEB7	98.2	100.0	02_blast_hits	strong_ortholog	Hercynine oxygenase (EC 1.14.99.-)	egtB FQU82_01013	unreviewed	NAMED_function_unreviewed
A1S_3586	hypothetical protein	42	A0A0D5YL66	100.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2919	unreviewed	TRULY_UNCHARACTERIZED
A1S_0982	hypothetical protein	309	A0ABX6CD29	99.0	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01018	unreviewed	TRULY_UNCHARACTERIZED
A1S_3587	hypothetical protein	35					no_ortholog				NO_ORTHOLOG
A1S_0988	hypothetical protein	269	A0ABX6CD49	96.7	100.0	02_blast_hits	strong_ortholog	Rhomboid protease AarA (EC 3.4.21.105)	aarA FQU82_01024	unreviewed	NAMED_function_unreviewed
A1S_0991	hypothetical protein	196	A0A7U4DGB4	99.5	100.0	02_blast_hits	strong_ortholog	Cell division protein	AB57_1070	unreviewed	NAMED_function_unreviewed
A1S_0996	hypothetical protein	145	A0A7U4DG70	99.3	100.0	02_blast_hits	strong_ortholog	ATPase	AB57_1075	unreviewed	NAMED_function_unreviewed
A1S_0997	hypothetical protein	162	V5VH69	99.4	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2900	unreviewed	TRULY_UNCHARACTERIZED
A1S_1002	hypothetical protein	182	A0A7U4DG71	100.0	100.0	02_blast_hits	strong_ortholog	DUF2239 family protein	AB57_1082	unreviewed	NAMED_function_unreviewed
A1S_1003	hypothetical protein	160	V5VFV8	92.4	98.1	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2893	unreviewed	TRULY_UNCHARACTERIZED
A1S_1010	hypothetical protein	107	A0A7U3Y5Y2	100.0	100.0	02_blast_hits	strong_ortholog	Lipoprotein	AB57_1089	unreviewed	NAMED_function_unreviewed
A1S_3588	hypothetical protein	154					no_ortholog				NO_ORTHOLOG
A1S_3589	hypothetical protein	31	B7I8T8	90.0	96.8	02_blast_hits	strong_ortholog	Urease accessory protein UreG	ureG AB57_1097	reviewed	CHARACTERIZED_reviewed
A1S_3590	hypothetical protein	50	A0A0D5YLA5	96.2	52.0	02_blast_hits	strong_ortholog	Uncharacterized protein	ABUW_2872	unreviewed	TRULY_UNCHARACTERIZED
A1S_1028	hypothetical protein	258	A0A7U3Y611	99.6	100.0	02_blast_hits	strong_ortholog	Dioxygenase	AB57_1109	unreviewed	NAMED_function_unreviewed
A1S_1029	hypothetical protein	159	A0ABX6CD73	100.0	100.0	02_blast_hits	strong_ortholog	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH FQU82_01065	unreviewed	NAMED_function_unreviewed
A1S_1032	hypothetical protein	1873	A3M3H0	100.0	100.0	02_blast_hits	strong_ortholog	Adhesin Ata autotransporter (Acinetobacter trimeric autotransporter) (Type 5 secretion system autotransporter Ata)	ata A1S_1032	reviewed	CHARACTERIZED_reviewed
A1S_1035	hypothetical protein	113	A0A7U3Y633	96.5	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	AB57_1113	unreviewed	TRULY_UNCHARACTERIZED
A1S_3591	hypothetical protein	105	A0ABX6CD91	98.1	100.0	02_blast_hits	strong_ortholog	Signal peptide-containing protein	FQU82_01072	unreviewed	NAMED_function_unreviewed
A1S_1036	hypothetical protein	94	R4L444	100.0	100.0	02_blast_hits	strong_ortholog	Cell division protein ZapA (Z-ring-associated protein)	zapA A7M90_09305 ABR2091_1023 APD06_02845 APD33_20115 AUO97_12405 B9X95_03730 C5U34_07140 CBE85_12095 CPI82_13690 CV954_013880 DOL94_11795 EA722_14220 EJ062_17140 F2P40_11605 FJU42_01780 G3N53_17995 GNY86_02275 GSE42_05725 IHV20_06500 IMO23_05110 J6E47_13990 JHZ39_001220 LV35_01549 MKP18_003339 MRSN3942C25_150 P9867_005370 P9867_04035 SAMEA104305318_00687	unreviewed	NAMED_function_unreviewed
A1S_1037	hypothetical protein	186	R4LBY7	100.0	100.0	02_blast_hits	strong_ortholog	Chromosome partition protein Smc	A7M90_09300 APD33_20120 AUO97_12410 B9W25_13370 C5U34_07145 CBE85_12090 CPI82_13685 CV954_013875 EA686_24760 EA722_14215 EJ062_17145 F2P40_11600 FPK63_10200 FPK87_15135 FQZ18_13690 G3N53_17990 GNY86_02270 IAG11_14710 IHV20_06495 IMO23_05115 J6E47_13985 JHZ39_001219 MRSN3942C25_160 SAMEA104305318_00686	unreviewed	NAMED_function_unreviewed
A1S_1038	hypothetical protein	210	R4LDG0	100.0	100.0	02_blast_hits	strong_ortholog	UPF0149 family protein (YecA family protein)	APD06_02835 APD33_20125 AUO97_12415 CPI82_13680 CV954_013870 EA686_09360 EA722_14210 EJ062_17150 F2P40_11595 FJU42_01770 GNY86_02265 IAG11_19940 IHV20_06490 JHZ39_001218 LV35_01551 MKP18_003341 MRSN3942C25_170 P9867_005380 P9867_04025 SAMEA104305318_00685	unreviewed	NAMED_function_unreviewed
A1S_1042	hypothetical protein	83	V5VF16	100.0	100.0	02_blast_hits	strong_ortholog	Transcriptional regulator SutA RNAP-binding domain-containing protein	ABUW_2853	unreviewed	NAMED_function_unreviewed
A1S_3592	hypothetical protein	128	A0A7U3Y4X7	100.0	100.0	02_blast_hits	strong_ortholog	Hemin receptor	AB57_1128	unreviewed	NAMED_function_unreviewed
A1S_1049	hypothetical protein	173	V5VGV5	100.0	76.9	02_blast_hits	strong_ortholog	UPF0102 protein ABUW_2846	ABUW_2846	unreviewed	NAMED_function_unreviewed
A1S_1053	hypothetical protein	547	A0A7U3Y4T7	98.2	100.0	02_blast_hits	strong_ortholog	Chemotaxis protein	AB57_1134	unreviewed	NAMED_function_unreviewed
A1S_1054	hypothetical protein	497	A0A7U3Y4U3	99.8	92.4	02_blast_hits	strong_ortholog	Ribonuclease H (RNase H) (EC 3.1.26.4)	rnhA AB57_1135	unreviewed	NAMED_function_unreviewed
A1S_1055	hypothetical protein	1071	A0A7U4DFL8	99.8	100.0	02_blast_hits	strong_ortholog	Lytic transglycosylase	AB57_1136	unreviewed	NAMED_function_unreviewed
A1S_3594	hypothetical protein	102					no_ortholog				NO_ORTHOLOG
A1S_3595	hypothetical protein	203					no_ortholog				NO_ORTHOLOG
A1S_3596	hypothetical protein	38	Q2FD77	52.6	100.0	02_blast_hits	weak_ortholog	Membrane fusion protein (MFP) family protein	ABUW_2642	unreviewed	NAMED_function_unreviewed
A1S_1072	hypothetical protein	254	A0ABX6CFG2	80.7	100.0	02_blast_hits	weak_ortholog	Uncharacterized protein	FQU82_01362	unreviewed	TRULY_UNCHARACTERIZED
A1S_3597	hypothetical protein	196					no_ortholog				NO_ORTHOLOG
A1S_1074	hypothetical protein	119	V5VHN1	48.3	99.2	02_blast_hits	weak_ortholog	Endoribonuclease L-PSP family protein	ABUW_3787	unreviewed	NAMED_function_unreviewed
A1S_1077	hypothetical protein	475					no_ortholog				NO_ORTHOLOG
A1S_1078	hypothetical protein	272					no_ortholog				NO_ORTHOLOG
A1S_3598	hypothetical protein	46					no_ortholog				NO_ORTHOLOG
A1S_3599	hypothetical protein	156	A0ABX6CDL3	96.8	100.0	02_blast_hits	strong_ortholog	Uncharacterized protein	FQU82_01214	unreviewed	TRULY_UNCHARACTERIZED
